filename,um_per_pixel,height,width,parent_id,patch_y,patch_x,class_histogram,split,dominant_class
micrograph7,0.0032679738562091,703.0,1024.0,micrograph7,,,,train,-1.0
micrograph8,0.0032679738562091,719.0,1028.0,micrograph8,,,,train,-1.0
micrograph9,0.0032679738562091,701.0,1021.0,micrograph9,,,,test,-1.0
micrograph0__y00000_x00000.png,0.0,256.0,256.0,micrograph0,0.0,0.0,"{""0"": 553, ""1"": 41616, ""2"": 13722, ""4"": 9645}",train,1.0
micrograph0__y00000_x00128.png,0.0,256.0,256.0,micrograph0,0.0,128.0,"{""0"": 525, ""1"": 38631, ""2"": 10728, ""4"": 15652}",train,1.0
micrograph0__y00000_x00256.png,0.0,256.0,256.0,micrograph0,0.0,256.0,"{""0"": 95, ""1"": 40643, ""2"": 18385, ""4"": 6413}",train,1.0
micrograph0__y00000_x00384.png,0.0,256.0,256.0,micrograph0,0.0,384.0,"{""0"": 407, ""1"": 42795, ""2"": 21928, ""4"": 406}",train,1.0
micrograph0__y00000_x00512.png,0.0,256.0,256.0,micrograph0,0.0,512.0,"{""0"": 375, ""1"": 44688, ""2"": 20473}",train,1.0
micrograph0__y00000_x00640.png,0.0,256.0,256.0,micrograph0,0.0,640.0,"{""1"": 33729, ""2"": 17211, ""3"": 14596}",train,1.0
micrograph0__y00000_x00768.png,0.0,256.0,256.0,micrograph0,0.0,768.0,"{""0"": 33, ""1"": 25873, ""2"": 17351, ""3"": 22279}",train,1.0
micrograph0__y00128_x00000.png,0.0,256.0,256.0,micrograph0,128.0,0.0,"{""0"": 509, ""1"": 35576, ""2"": 14083, ""3"": 7471, ""4"": 7897}",train,1.0
micrograph0__y00128_x00128.png,0.0,256.0,256.0,micrograph0,128.0,128.0,"{""0"": 494, ""1"": 39001, ""2"": 13804, ""3"": 2630, ""4"": 9607}",train,1.0
micrograph0__y00128_x00256.png,0.0,256.0,256.0,micrograph0,128.0,256.0,"{""0"": 76, ""1"": 43457, ""2"": 20244, ""3"": 2, ""4"": 1757}",train,1.0
micrograph0__y00128_x00384.png,0.0,256.0,256.0,micrograph0,128.0,384.0,"{""0"": 36, ""1"": 41287, ""2"": 22678, ""3"": 1488, ""4"": 47}",train,1.0
micrograph0__y00128_x00512.png,0.0,256.0,256.0,micrograph0,128.0,512.0,"{""0"": 36, ""1"": 35479, ""2"": 17948, ""3"": 12073}",train,1.0
micrograph0__y00128_x00640.png,0.0,256.0,256.0,micrograph0,128.0,640.0,"{""1"": 24954, ""2"": 13552, ""3"": 27030}",train,3.0
micrograph0__y00128_x00768.png,0.0,256.0,256.0,micrograph0,128.0,768.0,"{""1"": 31216, ""2"": 17667, ""3"": 16653}",train,1.0
micrograph0__y00256_x00000.png,0.0,256.0,256.0,micrograph0,256.0,0.0,"{""1"": 32279, ""2"": 14187, ""3"": 16529, ""4"": 2541}",train,1.0
micrograph0__y00256_x00128.png,0.0,256.0,256.0,micrograph0,256.0,128.0,"{""0"": 13, ""1"": 32116, ""2"": 12448, ""3"": 17632, ""4"": 3327}",train,1.0
micrograph0__y00256_x00256.png,0.0,256.0,256.0,micrograph0,256.0,256.0,"{""0"": 13, ""1"": 33828, ""2"": 15240, ""3"": 15669, ""4"": 786}",train,1.0
micrograph0__y00256_x00384.png,0.0,256.0,256.0,micrograph0,256.0,384.0,"{""1"": 28730, ""2"": 15909, ""3"": 20897}",train,1.0
micrograph0__y00256_x00512.png,0.0,256.0,256.0,micrograph0,256.0,512.0,"{""1"": 24442, ""2"": 14203, ""3"": 26891}",train,3.0
micrograph0__y00256_x00640.png,0.0,256.0,256.0,micrograph0,256.0,640.0,"{""0"": 157, ""1"": 29017, ""2"": 13699, ""3"": 22663}",train,1.0
micrograph0__y00256_x00768.png,0.0,256.0,256.0,micrograph0,256.0,768.0,"{""0"": 157, ""1"": 42606, ""2"": 14476, ""3"": 8297}",train,1.0
micrograph0__y00384_x00000.png,0.0,256.0,256.0,micrograph0,384.0,0.0,"{""1"": 40382, ""2"": 15567, ""3"": 9058, ""4"": 529}",train,1.0
micrograph0__y00384_x00128.png,0.0,256.0,256.0,micrograph0,384.0,128.0,"{""1"": 36323, ""2"": 13815, ""3"": 15002, ""4"": 396}",train,1.0
micrograph0__y00384_x00256.png,0.0,256.0,256.0,micrograph0,384.0,256.0,"{""1"": 34239, ""2"": 15630, ""3"": 15667}",train,1.0
micrograph0__y00384_x00384.png,0.0,256.0,256.0,micrograph0,384.0,384.0,"{""1"": 30227, ""2"": 15900, ""3"": 19409}",train,1.0
micrograph0__y00384_x00512.png,0.0,256.0,256.0,micrograph0,384.0,512.0,"{""1"": 32392, ""2"": 18326, ""3"": 14818}",train,1.0
micrograph0__y00384_x00640.png,0.0,256.0,256.0,micrograph0,384.0,640.0,"{""0"": 157, ""1"": 40351, ""2"": 21195, ""3"": 3833}",train,1.0
micrograph0__y00384_x00768.png,0.0,256.0,256.0,micrograph0,384.0,768.0,"{""0"": 157, ""1"": 46133, ""2"": 19194, ""3"": 52}",train,1.0
micrograph1__y00000_x00000.png,0.0,256.0,256.0,micrograph1,0.0,0.0,"{""0"": 156, ""1"": 31380, ""2"": 12541, ""4"": 21459}",train,1.0
micrograph1__y00000_x00128.png,0.0,256.0,256.0,micrograph1,0.0,128.0,"{""0"": 356, ""1"": 29290, ""2"": 11849, ""4"": 24041}",train,1.0
micrograph1__y00000_x00256.png,0.0,256.0,256.0,micrograph1,0.0,256.0,"{""0"": 714, ""1"": 32315, ""2"": 12613, ""3"": 3, ""4"": 19891}",train,1.0
micrograph1__y00000_x00384.png,0.0,256.0,256.0,micrograph1,0.0,384.0,"{""0"": 811, ""1"": 25179, ""2"": 17962, ""3"": 5936, ""4"": 15648}",train,1.0
micrograph1__y00000_x00512.png,0.0,256.0,256.0,micrograph1,0.0,512.0,"{""0"": 544, ""1"": 26155, ""2"": 18567, ""3"": 5933, ""4"": 14337}",train,1.0
micrograph1__y00000_x00640.png,0.0,256.0,256.0,micrograph1,0.0,640.0,"{""0"": 310, ""1"": 31870, ""2"": 11165, ""4"": 22191}",train,1.0
micrograph1__y00128_x00000.png,0.0,256.0,256.0,micrograph1,128.0,0.0,"{""0"": 190, ""1"": 30223, ""2"": 18325, ""4"": 16798}",train,1.0
micrograph1__y00128_x00128.png,0.0,256.0,256.0,micrograph1,128.0,128.0,"{""0"": 235, ""1"": 24816, ""2"": 12045, ""4"": 28440}",train,4.0
micrograph1__y00128_x00256.png,0.0,256.0,256.0,micrograph1,128.0,256.0,"{""0"": 370, ""1"": 26352, ""2"": 10894, ""3"": 2, ""4"": 27918}",train,4.0
micrograph1__y00128_x00384.png,0.0,256.0,256.0,micrograph1,128.0,384.0,"{""0"": 351, ""1"": 27349, ""2"": 16811, ""3"": 2659, ""4"": 18366}",train,1.0
micrograph1__y00128_x00512.png,0.0,256.0,256.0,micrograph1,128.0,512.0,"{""0"": 249, ""1"": 31026, ""2"": 17828, ""3"": 2657, ""4"": 13776}",train,1.0
micrograph1__y00128_x00640.png,0.0,256.0,256.0,micrograph1,128.0,640.0,"{""0"": 148, ""1"": 29810, ""2"": 11275, ""4"": 24303}",train,1.0
micrograph1__y00256_x00000.png,0.0,256.0,256.0,micrograph1,256.0,0.0,"{""0"": 34, ""1"": 32200, ""2"": 27172, ""4"": 6130}",train,1.0
micrograph1__y00256_x00128.png,0.0,256.0,256.0,micrograph1,256.0,128.0,"{""0"": 362, ""1"": 27757, ""2"": 18547, ""4"": 18870}",train,1.0
micrograph1__y00256_x00256.png,0.0,256.0,256.0,micrograph1,256.0,256.0,"{""0"": 395, ""1"": 29385, ""2"": 13795, ""4"": 21961}",train,1.0
micrograph1__y00256_x00384.png,0.0,256.0,256.0,micrograph1,256.0,384.0,"{""0"": 73, ""1"": 34363, ""2"": 19259, ""3"": 1332, ""4"": 10509}",train,1.0
micrograph1__y00256_x00512.png,0.0,256.0,256.0,micrograph1,256.0,512.0,"{""0"": 366, ""1"": 34580, ""2"": 22834, ""3"": 1332, ""4"": 6424}",train,1.0
micrograph1__y00256_x00640.png,0.0,256.0,256.0,micrograph1,256.0,640.0,"{""0"": 402, ""1"": 29493, ""2"": 16196, ""4"": 19445}",train,1.0
micrograph1__y00384_x00000.png,0.0,256.0,256.0,micrograph1,384.0,0.0,"{""0"": 181, ""1"": 34716, ""2"": 30639}",train,1.0
micrograph1__y00384_x00128.png,0.0,256.0,256.0,micrograph1,384.0,128.0,"{""0"": 317, ""1"": 28180, ""2"": 21271, ""4"": 15768}",train,1.0
micrograph1__y00384_x00256.png,0.0,256.0,256.0,micrograph1,384.0,256.0,"{""0"": 137, ""1"": 26858, ""2"": 12404, ""4"": 26137}",train,1.0
micrograph1__y00384_x00384.png,0.0,256.0,256.0,micrograph1,384.0,384.0,"{""0"": 7, ""1"": 29309, ""2"": 20809, ""3"": 4880, ""4"": 10531}",train,1.0
micrograph1__y00384_x00512.png,0.0,256.0,256.0,micrograph1,384.0,512.0,"{""0"": 345, ""1"": 27690, ""2"": 24186, ""3"": 4880, ""4"": 8435}",train,1.0
micrograph1__y00384_x00640.png,0.0,256.0,256.0,micrograph1,384.0,640.0,"{""0"": 371, ""1"": 23942, ""2"": 13998, ""4"": 27225}",train,4.0
micrograph10__y00000_x00000.png,0.0,256.0,256.0,micrograph10,0.0,0.0,"{""1"": 37203, ""2"": 18375, ""3"": 163, ""4"": 9795}",train,1.0
micrograph10__y00000_x00128.png,0.0,256.0,256.0,micrograph10,0.0,128.0,"{""1"": 37282, ""2"": 24293, ""4"": 3961}",train,1.0
micrograph10__y00000_x00256.png,0.0,256.0,256.0,micrograph10,0.0,256.0,"{""1"": 37326, ""2"": 28162, ""4"": 48}",train,1.0
micrograph10__y00000_x00384.png,0.0,256.0,256.0,micrograph10,0.0,384.0,"{""1"": 37088, ""2"": 28448}",train,1.0
micrograph10__y00000_x00512.png,0.0,256.0,256.0,micrograph10,0.0,512.0,"{""1"": 36098, ""2"": 29438}",train,1.0
micrograph10__y00000_x00640.png,0.0,256.0,256.0,micrograph10,0.0,640.0,"{""1"": 36148, ""2"": 29388}",train,1.0
micrograph10__y00000_x00768.png,0.0,256.0,256.0,micrograph10,0.0,768.0,"{""1"": 38667, ""2"": 26869}",train,1.0
micrograph10__y00128_x00000.png,0.0,256.0,256.0,micrograph10,128.0,0.0,"{""1"": 33448, ""2"": 20070, ""3"": 163, ""4"": 11855}",train,1.0
micrograph10__y00128_x00128.png,0.0,256.0,256.0,micrograph10,128.0,128.0,"{""1"": 32634, ""2"": 24477, ""3"": 328, ""4"": 8097}",train,1.0
micrograph10__y00128_x00256.png,0.0,256.0,256.0,micrograph10,128.0,256.0,"{""1"": 34794, ""2"": 26306, ""3"": 328, ""4"": 4108}",train,1.0
micrograph10__y00128_x00384.png,0.0,256.0,256.0,micrograph10,128.0,384.0,"{""1"": 36267, ""2"": 27634, ""4"": 1635}",train,1.0
micrograph10__y00128_x00512.png,0.0,256.0,256.0,micrograph10,128.0,512.0,"{""1"": 35070, ""2"": 26245, ""4"": 4221}",train,1.0
micrograph10__y00128_x00640.png,0.0,256.0,256.0,micrograph10,128.0,640.0,"{""1"": 37140, ""2"": 24130, ""4"": 4266}",train,1.0
micrograph10__y00128_x00768.png,0.0,256.0,256.0,micrograph10,128.0,768.0,"{""1"": 39730, ""2"": 24784, ""4"": 1022}",train,1.0
micrograph10__y00256_x00000.png,0.0,256.0,256.0,micrograph10,256.0,0.0,"{""1"": 35588, ""2"": 21139, ""4"": 8809}",train,1.0
micrograph10__y00256_x00128.png,0.0,256.0,256.0,micrograph10,256.0,128.0,"{""1"": 32150, ""2"": 23834, ""3"": 328, ""4"": 9224}",train,1.0
micrograph10__y00256_x00256.png,0.0,256.0,256.0,micrograph10,256.0,256.0,"{""1"": 34658, ""2"": 26451, ""3"": 328, ""4"": 4099}",train,1.0
micrograph10__y00256_x00384.png,0.0,256.0,256.0,micrograph10,256.0,384.0,"{""1"": 37138, ""2"": 24652, ""4"": 3746}",train,1.0
micrograph10__y00256_x00512.png,0.0,256.0,256.0,micrograph10,256.0,512.0,"{""1"": 35419, ""2"": 19792, ""4"": 10325}",train,1.0
micrograph10__y00256_x00640.png,0.0,256.0,256.0,micrograph10,256.0,640.0,"{""1"": 39285, ""2"": 16391, ""4"": 9860}",train,1.0
micrograph10__y00256_x00768.png,0.0,256.0,256.0,micrograph10,256.0,768.0,"{""1"": 43434, ""2"": 19479, ""4"": 2623}",train,1.0
micrograph10__y00384_x00000.png,0.0,256.0,256.0,micrograph10,384.0,0.0,"{""1"": 34517, ""2"": 15563, ""4"": 15456}",train,1.0
micrograph10__y00384_x00128.png,0.0,256.0,256.0,micrograph10,384.0,128.0,"{""1"": 32343, ""2"": 18750, ""4"": 14443}",train,1.0
micrograph10__y00384_x00256.png,0.0,256.0,256.0,micrograph10,384.0,256.0,"{""1"": 35929, ""2"": 21861, ""4"": 7746}",train,1.0
micrograph10__y00384_x00384.png,0.0,256.0,256.0,micrograph10,384.0,384.0,"{""1"": 38650, ""2"": 23469, ""4"": 3417}",train,1.0
micrograph10__y00384_x00512.png,0.0,256.0,256.0,micrograph10,384.0,512.0,"{""1"": 36019, ""2"": 20816, ""4"": 8701}",train,1.0
micrograph10__y00384_x00640.png,0.0,256.0,256.0,micrograph10,384.0,640.0,"{""1"": 39034, ""2"": 15129, ""4"": 11373}",train,1.0
micrograph10__y00384_x00768.png,0.0,256.0,256.0,micrograph10,384.0,768.0,"{""1"": 42774, ""2"": 17979, ""4"": 4783}",train,1.0
micrograph11__y00000_x00000.png,0.0,256.0,256.0,micrograph11,0.0,0.0,"{""1"": 39291, ""2"": 26245}",test,1.0
micrograph11__y00000_x00128.png,0.0,256.0,256.0,micrograph11,0.0,128.0,"{""1"": 33304, ""2"": 25239, ""4"": 6993}",test,1.0
micrograph11__y00000_x00256.png,0.0,256.0,256.0,micrograph11,0.0,256.0,"{""1"": 29224, ""2"": 22424, ""4"": 13888}",test,1.0
micrograph11__y00000_x00384.png,0.0,256.0,256.0,micrograph11,0.0,384.0,"{""1"": 31474, ""2"": 25307, ""4"": 8755}",test,1.0
micrograph11__y00000_x00512.png,0.0,256.0,256.0,micrograph11,0.0,512.0,"{""1"": 39458, ""2"": 24218, ""4"": 1860}",test,1.0
micrograph11__y00000_x00640.png,0.0,256.0,256.0,micrograph11,0.0,640.0,"{""1"": 40759, ""2"": 21120, ""4"": 3657}",test,1.0
micrograph11__y00000_x00768.png,0.0,256.0,256.0,micrograph11,0.0,768.0,"{""1"": 39595, ""2"": 22284, ""4"": 3657}",test,1.0
micrograph11__y00128_x00000.png,0.0,256.0,256.0,micrograph11,128.0,0.0,"{""1"": 38455, ""2"": 27081}",test,1.0
micrograph11__y00128_x00128.png,0.0,256.0,256.0,micrograph11,128.0,128.0,"{""1"": 36897, ""2"": 28155, ""4"": 484}",test,1.0
micrograph11__y00128_x00256.png,0.0,256.0,256.0,micrograph11,128.0,256.0,"{""1"": 34906, ""2"": 28566, ""4"": 2064}",test,1.0
micrograph11__y00128_x00384.png,0.0,256.0,256.0,micrograph11,128.0,384.0,"{""1"": 36185, ""2"": 27366, ""4"": 1985}",test,1.0
micrograph11__y00128_x00512.png,0.0,256.0,256.0,micrograph11,128.0,512.0,"{""1"": 40984, ""2"": 24147, ""4"": 405}",test,1.0
micrograph11__y00128_x00640.png,0.0,256.0,256.0,micrograph11,128.0,640.0,"{""1"": 37174, ""2"": 18643, ""4"": 9719}",test,1.0
micrograph11__y00128_x00768.png,0.0,256.0,256.0,micrograph11,128.0,768.0,"{""1"": 37500, ""2"": 18167, ""4"": 9869}",test,1.0
micrograph11__y00256_x00000.png,0.0,256.0,256.0,micrograph11,256.0,0.0,"{""1"": 36915, ""2"": 28621}",test,1.0
micrograph11__y00256_x00128.png,0.0,256.0,256.0,micrograph11,256.0,128.0,"{""1"": 36656, ""2"": 28880}",test,1.0
micrograph11__y00256_x00256.png,0.0,256.0,256.0,micrograph11,256.0,256.0,"{""1"": 35041, ""2"": 29850, ""4"": 645}",test,1.0
micrograph11__y00256_x00384.png,0.0,256.0,256.0,micrograph11,256.0,384.0,"{""1"": 38013, ""2"": 24709, ""4"": 2814}",test,1.0
micrograph11__y00256_x00512.png,0.0,256.0,256.0,micrograph11,256.0,512.0,"{""1"": 40367, ""2"": 23000, ""4"": 2169}",test,1.0
micrograph11__y00256_x00640.png,0.0,256.0,256.0,micrograph11,256.0,640.0,"{""1"": 34229, ""2"": 20415, ""4"": 10892}",test,1.0
micrograph11__y00256_x00768.png,0.0,256.0,256.0,micrograph11,256.0,768.0,"{""1"": 34891, ""2"": 16753, ""4"": 13892}",test,1.0
micrograph11__y00384_x00000.png,0.0,256.0,256.0,micrograph11,384.0,0.0,"{""1"": 34176, ""2"": 31360}",test,1.0
micrograph11__y00384_x00128.png,0.0,256.0,256.0,micrograph11,384.0,128.0,"{""1"": 34140, ""2"": 31396}",test,1.0
micrograph11__y00384_x00256.png,0.0,256.0,256.0,micrograph11,384.0,256.0,"{""1"": 32552, ""2"": 32332, ""4"": 652}",test,1.0
micrograph11__y00384_x00384.png,0.0,256.0,256.0,micrograph11,384.0,384.0,"{""1"": 36063, ""2"": 26814, ""4"": 2659}",test,1.0
micrograph11__y00384_x00512.png,0.0,256.0,256.0,micrograph11,384.0,512.0,"{""1"": 40496, ""2"": 23033, ""4"": 2007}",test,1.0
micrograph11__y00384_x00640.png,0.0,256.0,256.0,micrograph11,384.0,640.0,"{""1"": 37338, ""2"": 22194, ""4"": 6004}",test,1.0
micrograph11__y00384_x00768.png,0.0,256.0,256.0,micrograph11,384.0,768.0,"{""1"": 34868, ""2"": 20853, ""4"": 9815}",test,1.0
micrograph12__y00000_x00000.png,0.0,256.0,256.0,micrograph12,0.0,0.0,"{""1"": 39464, ""2"": 22216, ""4"": 3856}",train,1.0
micrograph12__y00000_x00128.png,0.0,256.0,256.0,micrograph12,0.0,128.0,"{""1"": 40369, ""2"": 16088, ""4"": 9079}",train,1.0
micrograph12__y00000_x00256.png,0.0,256.0,256.0,micrograph12,0.0,256.0,"{""1"": 37328, ""2"": 14340, ""4"": 13868}",train,1.0
micrograph12__y00000_x00384.png,0.0,256.0,256.0,micrograph12,0.0,384.0,"{""1"": 38549, ""2"": 18974, ""4"": 8013}",train,1.0
micrograph12__y00000_x00512.png,0.0,256.0,256.0,micrograph12,0.0,512.0,"{""1"": 41874, ""2"": 22306, ""4"": 1356}",train,1.0
micrograph12__y00000_x00640.png,0.0,256.0,256.0,micrograph12,0.0,640.0,"{""1"": 39369, ""2"": 22379, ""4"": 3788}",train,1.0
micrograph12__y00128_x00000.png,0.0,256.0,256.0,micrograph12,128.0,0.0,"{""1"": 38002, ""2"": 22953, ""4"": 4581}",train,1.0
micrograph12__y00128_x00128.png,0.0,256.0,256.0,micrograph12,128.0,128.0,"{""1"": 36639, ""2"": 17541, ""4"": 11356}",train,1.0
micrograph12__y00128_x00256.png,0.0,256.0,256.0,micrograph12,128.0,256.0,"{""1"": 31874, ""2"": 13311, ""4"": 20351}",train,1.0
micrograph12__y00128_x00384.png,0.0,256.0,256.0,micrograph12,128.0,384.0,"{""1"": 34481, ""2"": 14380, ""4"": 16675}",train,1.0
micrograph12__y00128_x00512.png,0.0,256.0,256.0,micrograph12,128.0,512.0,"{""1"": 39887, ""2"": 18383, ""4"": 7266}",train,1.0
micrograph12__y00128_x00640.png,0.0,256.0,256.0,micrograph12,128.0,640.0,"{""1"": 38119, ""2"": 18683, ""4"": 8734}",train,1.0
micrograph12__y00256_x00000.png,0.0,256.0,256.0,micrograph12,256.0,0.0,"{""1"": 35198, ""2"": 23948, ""4"": 6390}",train,1.0
micrograph12__y00256_x00128.png,0.0,256.0,256.0,micrograph12,256.0,128.0,"{""1"": 34277, ""2"": 23581, ""4"": 7678}",train,1.0
micrograph12__y00256_x00256.png,0.0,256.0,256.0,micrograph12,256.0,256.0,"{""1"": 32603, ""2"": 15420, ""4"": 17513}",train,1.0
micrograph12__y00256_x00384.png,0.0,256.0,256.0,micrograph12,256.0,384.0,"{""1"": 36112, ""2"": 13480, ""4"": 15944}",train,1.0
micrograph12__y00256_x00512.png,0.0,256.0,256.0,micrograph12,256.0,512.0,"{""1"": 40186, ""2"": 18010, ""4"": 7340}",train,1.0
micrograph12__y00256_x00640.png,0.0,256.0,256.0,micrograph12,256.0,640.0,"{""1"": 37697, ""2"": 16957, ""4"": 10882}",train,1.0
micrograph12__y00384_x00000.png,0.0,256.0,256.0,micrograph12,384.0,0.0,"{""1"": 34481, ""2"": 26100, ""4"": 4955}",train,1.0
micrograph12__y00384_x00128.png,0.0,256.0,256.0,micrograph12,384.0,128.0,"{""1"": 34668, ""2"": 29179, ""4"": 1689}",train,1.0
micrograph12__y00384_x00256.png,0.0,256.0,256.0,micrograph12,384.0,256.0,"{""1"": 34823, ""2"": 23745, ""4"": 6968}",train,1.0
micrograph12__y00384_x00384.png,0.0,256.0,256.0,micrograph12,384.0,384.0,"{""1"": 36823, ""2"": 22415, ""4"": 6298}",train,1.0
micrograph12__y00384_x00512.png,0.0,256.0,256.0,micrograph12,384.0,512.0,"{""1"": 37637, ""2"": 23617, ""4"": 4282}",train,1.0
micrograph12__y00384_x00640.png,0.0,256.0,256.0,micrograph12,384.0,640.0,"{""1"": 33877, ""2"": 20046, ""4"": 11613}",train,1.0
micrograph13__y00000_x00000.png,0.0,256.0,256.0,micrograph13,0.0,0.0,"{""1"": 36629, ""2"": 25148, ""4"": 3759}",train,1.0
micrograph13__y00000_x00128.png,0.0,256.0,256.0,micrograph13,0.0,128.0,"{""1"": 36362, ""2"": 29174}",train,1.0
micrograph13__y00000_x00256.png,0.0,256.0,256.0,micrograph13,0.0,256.0,"{""1"": 37311, ""2"": 28225}",train,1.0
micrograph13__y00000_x00384.png,0.0,256.0,256.0,micrograph13,0.0,384.0,"{""1"": 37747, ""2"": 25772, ""4"": 2017}",train,1.0
micrograph13__y00000_x00512.png,0.0,256.0,256.0,micrograph13,0.0,512.0,"{""1"": 36954, ""2"": 23304, ""4"": 5278}",train,1.0
micrograph13__y00000_x00640.png,0.0,256.0,256.0,micrograph13,0.0,640.0,"{""1"": 34538, ""2"": 21530, ""4"": 9468}",train,1.0
micrograph13__y00000_x00768.png,0.0,256.0,256.0,micrograph13,0.0,768.0,"{""1"": 34010, ""2"": 24621, ""4"": 6905}",train,1.0
micrograph13__y00128_x00000.png,0.0,256.0,256.0,micrograph13,128.0,0.0,"{""1"": 39462, ""2"": 19577, ""4"": 6497}",train,1.0
micrograph13__y00128_x00128.png,0.0,256.0,256.0,micrograph13,128.0,128.0,"{""1"": 38660, ""2"": 20899, ""4"": 5977}",train,1.0
micrograph13__y00128_x00256.png,0.0,256.0,256.0,micrograph13,128.0,256.0,"{""1"": 38381, ""2"": 22616, ""4"": 4539}",train,1.0
micrograph13__y00128_x00384.png,0.0,256.0,256.0,micrograph13,128.0,384.0,"{""1"": 38815, ""2"": 23577, ""4"": 3144}",train,1.0
micrograph13__y00128_x00512.png,0.0,256.0,256.0,micrograph13,128.0,512.0,"{""1"": 39164, ""2"": 21841, ""4"": 4531}",train,1.0
micrograph13__y00128_x00640.png,0.0,256.0,256.0,micrograph13,128.0,640.0,"{""1"": 37941, ""2"": 19046, ""4"": 8549}",train,1.0
micrograph13__y00128_x00768.png,0.0,256.0,256.0,micrograph13,128.0,768.0,"{""1"": 34768, ""2"": 18366, ""4"": 12402}",train,1.0
micrograph13__y00256_x00000.png,0.0,256.0,256.0,micrograph13,256.0,0.0,"{""1"": 36516, ""2"": 14813, ""4"": 14207}",train,1.0
micrograph13__y00256_x00128.png,0.0,256.0,256.0,micrograph13,256.0,128.0,"{""1"": 34627, ""2"": 12469, ""4"": 18440}",train,1.0
micrograph13__y00256_x00256.png,0.0,256.0,256.0,micrograph13,256.0,256.0,"{""1"": 33678, ""2"": 16250, ""4"": 15608}",train,1.0
micrograph13__y00256_x00384.png,0.0,256.0,256.0,micrograph13,256.0,384.0,"{""1"": 37676, ""2"": 22330, ""4"": 5530}",train,1.0
micrograph13__y00256_x00512.png,0.0,256.0,256.0,micrograph13,256.0,512.0,"{""1"": 40043, ""2"": 22077, ""4"": 3416}",train,1.0
micrograph13__y00256_x00640.png,0.0,256.0,256.0,micrograph13,256.0,640.0,"{""1"": 41041, ""2"": 20563, ""4"": 3932}",train,1.0
micrograph13__y00256_x00768.png,0.0,256.0,256.0,micrograph13,256.0,768.0,"{""1"": 37031, ""2"": 15969, ""4"": 12536}",train,1.0
